ac|en|fi|pt|ru|zh|ja|ko|de
weapon_bow_unique3|Glimmerfury|Kiiltoraivo|Glimmerfury|Слепая Ярость|微光之怒|グリマーフューリー|희미한 분노|Glimmerwut
weapon_bow_unique4|Flamebringer|Tulentuoja|Portador da Chama|Вестник Пламени|火焰使者|フレームブリンガー|화염을 가져오는 자|Flammenbringer
weapon_bow_unique5|Steve's Punchbow|Teemun nyrkkijousi|Bacia de Ponche de Steve|Ударный Лук Стива|史蒂夫的冲锋弓|スティーブのパンチボウ|스티브의 펀치 보우|Steves Schlagbogen
weapon_bow_unique6|St. Soloyolo's Holy Bow|Pyhän Soloyolon jousi|Arco Sagrado de São Soloyolo|Священный лук св. Soloyolo|圣索洛约洛的圣弓|聖ソロヨロの聖なる弓|성. 솔로요로 홀리 보우|St. Soloyolos heiliger Bogen
weapon_bow_unique7|Marksman's Hunting Bow|Jousimiehen metsästysjousi|Arco de Caça do Atirador|Охотничий Лук Стрелка|射手的狩猎弓|マークスマンのハンティングボウ|명사수의 사냥용 활|Jagdbogen des Marksman
weapon_bow_unique8|Shadowfury|Varjoraivo|Fúria das Sombras|Ярость Тьмы|暗影狂怒|シャドウフューリー|섀도우퓨리|Schattenwut
weapon_bow_unique9|Electro|Elektro|Electro|Электро|电的|エレクトロ|전기|Electro
weapon_bow_unique10|Hellspawn Eradicator|Hellspawn Eradicator|Erradicador do Inferno|Hellspawn Eradicator|地狱魔王歼灭者|Hellspawn Eradicator|Hellspawn Eradicator|Höllenbrut-Eradikator
weapon_bow_unique11|Deathquill|Deathquill|Deathquill|Deathquill|丧钟|デスキール|Deathquill|Deathquill
[weapon_claw]||||||||
weapon_claw0|Wrist Blades|Ranteen terät|Lâminas de Pulso|Wrist Blades|腕部刀片|リストブレイド|Wrist Blades|Handgelenkklingen
weapon_claw1|Blade Talons|Teräkynnet|Garras de Lâmina|Стальные когти|刀片爪|刃の鉤爪|블레이드 힐|Klingenkrallen
weapon_claw2|Katar|Katar|Katar|Katar|卡塔|カター|Katar|Katar
weapon_claw3|Bear Claws|Karhun kynnet|Garras de Urso|Bear Claws|熊爪子|熊の爪|Bear Claws|Bärenkrallen
weapon_claw4|Runic Talons|Runic Talons|Garras Rúnicas|Runic Talons|符文之爪|ルニック・タロン|Runic Talons|Runen-Talons
weapon_claw5|Feral Claws|Luonnonvaraiset kynnet|Garras Fulgares|Feral Claws|野性的爪子|Feral Claws|Feral Claws|Wilde Krallen
[weapon_claw_unique]||||||||
weapon_claw_unique0|Storm Fury|Rajumyrsky|Fúria da Tempestade|Ярость Бури|风暴愤怒|嵐の憤激|스톰 퓨리|Sturmwut
weapon_claw_unique1|Molten Paw|Sulatassu|Pata Derretida|Расплавленные Когти|炽热爪|溶岩の掌|녹은 발|Geschmolzene Pranke
weapon_claw_unique2|Hemorrhage|Verenvuoto|Hemorragia|Кровопускатель|出血爪|流血|출혈|Blutung
weapon_claw_unique3|Feral Talons|Villit Kynnet|Garras Ferais|Беспощадные Когти|凶猛爪|野生の鉤爪|야생 힐|Wilde Krallen
weapon_claw_unique4|Elemental Claws|Elementaalikynnet|Garras Elementares|Элементальные Когти|元素的爪子|エレメンタルクロー|정령의 발톱|Elementäre Klauen
weapon_claw_unique5|Talons of Wisdom|Viisauden Kynnet|Garras da Sabedoria|Когти Мудрости|智慧之爪|知恵のタロン|지혜의 발톱|Krallen der Weisheit
weapon_claw_unique6|Earth Shaper's Talons|Maanmuokkaajan Kynnet|Garras do formador da terra|Когти Творца|造地者的利爪|アースシェイパーのタロン|지구 형성 자의 발톱|Krallen des Erdformers
weapon_claw_unique7|Spirit Walker's Guides|Spirit Walker's Guides|Spirit Walker's Guides|Spirit Walker's Guides|Spirit Walker's Guides|Spirit Walker's Guides|Spirit Walker's Guides|Spirit Walker's Guides
[weapon_javelin]||||||||
weapon_javelin0|Spear|Keihäs|Lança|Копье|矛|スピア|창|Speer
weapon_javelin1|Yari|Yari|Yari|Yari|亚里|ヤリ|Yari|Yari
weapon_javelin2|Stygian Pike|Stygian Pike|Lúcio de Estigiano|Stygian Pike|冥府派克|スチーブンパイク|Stygian Pike|Stechmückenstich
weapon_javelin3|Javelin|Keihäs|Dardo|Метательное копье|标枪|ジャベリン|투창|Speer
weapon_javelin4|Pilum|Pilum|Pilum|Pilum|皮卢姆|ピルム|Pilum|Pilum
weapon_javelin5|Glaive|Glaive|Glaive|Glaive|匕首|グレイヴ|Glaive|Glaive
weapon_javelin6|Tribal Spear|Heimokeihäs|Lança Tribal|Племенное копье|部落的矛|トライバルスピア|부족 창|Stammesspeer
weapon_javelin7|Fuscina|Fuscina|Fuscina|Fuscina|福斯奇纳|フスキナ|Fuscina|Fuscina
weapon_javelin8|Trident|Trident|Trident|Trident|三叉戟|トライデント|Trident|Dreizack
weapon_javelin9|Harpoon|Harppuuna|Arpão|Гарпун|鱼叉|ハープーン|작살|Harpune
weapon_javelin10|Spiculum|Spiculum|Spiculum|Spiculum|脊柱|スパイカル|Spiculum|Spiculum
weapon_javelin11|Simbilan|Simbilan|Simbilan|Simbilan|Simbilan|シンビラン|Simbilan|Simbilan
[weapon_javelin_unique]||||||||
weapon_javelin_unique0|Crusader Halberd|Ristiretkeilijän Pertuska|Alabarda Cruzada|Алебарда Крестоносца|十字军戟|クルセーダー・ハルバード|십자군 할버드|Hellebarde des Kreuzritters
weapon_javelin_unique1|Poseidon's Might|Poseidonin mahti|Poder de Poseidon|Мощь Посейдона|波塞冬的超能|ポセイドンの威厳|포세이돈의 힘|Poseidons Macht
weapon_javelin_unique2|Imperial Glaive|Keisarillinen Pertuska|Glaive Imperial|Имперская Глефа|帝国宽刃剑|帝国のグレイブ|제국의 검|Kaiserliche Gleve
weapon_javelin_unique3|Thunderfury|Ukkosen Raivo|Fúria do Trovão|Ярость Грома|雷霆之怒|サンダーフューリー|천둥의 격노|Donnerzorn
weapon_javelin_unique4|Wargod's Wrath|Sotajumalan Raivo|Fúria do Deus da Guerra|Гнев Бога Войны|战争之神之怒|戦神の天罰|전쟁의 신의 분노|Zorn des Kriegsgottes
weapon_javelin_unique5|St. Neri's Rainbow Lance|Pyhän Nerin Sateenkaaripeitsi|Lança Arco-Íris de São Neri|Радужное Копье св. Neri|圣奈瑞的彩虹长矛|聖ネリの虹の槍|성. 네리 레인보우 랜스|St. Neris Regenbogenlanze
weapon_javelin_unique6|Serpent's Tooth|Käärmeenhammas|Dente da Serpente|Змеиный Зуб|蛇的牙齿|サーペントトゥース|뱀의 이빨|Schlangenzahn
weapon_javelin_unique7|Odin's Battle Spear|Odinin Taistelukeihäs|Lança de Batalha de Odin|Боевое копье Одина|奥丁的战矛|オーディンのバトルスピア|오딘의 전투용 창|Odins Kampfspeer
weapon_javelin_unique8|Crystal Infused Javelin|Kristalliin infusoitu peitsi|Dardo com infusão de cristal|Кристаллический Джавелин|水晶标枪|クリスタル注入ジャベリン|수정이 주입 된 자벨린|Kristallgetränkter Speer
weapon_javelin_unique9|Valkyrie's Lightning Spear|Valkyrie's Lightning Spear|Valkyrie's Lightning Spear|Копье Молний Валькирии|Valkyrie's Lightning Spear|Valkyrie's Lightning Spear|Valkyrie's Lightning Spear|Valkyrie's Lightning Spear
weapon_javelin_unique10|Deep Sea Glaive|Deep Sea Glaive|Glaive Deep Sea|Deep Sea Glaive|深海飞刀|Deep Sea Glaive|Deep Sea Glaive|Tiefseeglaeser
[weapon_gun]||||||||
weapon_gun0|Hand Cannon|Käsikanuuna|Canhão de Mão|Пушка|手炮|ハンドキャノン|핸드 캐논|Handkanone
weapon_gun1|Battle Pistol|Taistelupistooli|Batalha de pistola|Battle Pistol|战斗手枪|バトルピストル|Battle Pistol|Kampfpistole
weapon_gun2|War Pistol|Sotapistooli|Pistola de Guerra|War Pistol|战争手枪|ウォー・ピストル|War Pistol|Kriegspistole
weapon_gun3|Shotgun|Haulikko|Espingarda|Дробовик|散弹枪|ショットガン|샷건|Schrotflinte
weapon_gun4|Hunting Rifle|Metsästyskivääri|Espingarda de caça|Hunting Rifle|狩猎步枪|ハンティングライフル|Hunting Rifle|Jagdgewehr
weapon_gun5|Long Gun|Pitkä ase|Pistola Longa|Long Gun|长枪|ロングガン|Long Gun|Langwaffe
weapon_gun6|Gatling Gun|Sarjatuliase|Metralhadora|Пулемёт Гатлинга|加特林机枪|ガトリングガン|개틀링 기관총|Gatling-Gewehr
weapon_gun7|Machine Gun|Konekivääri|Metralhadora|Machine Gun|机关枪|マシンガン|Machine Gun|Maschinengewehr
weapon_gun8|Hand Rifle|Käsikivääri|Espingarda de mão|Hand Rifle|手持步枪|ハンドライフル|Hand Rifle|Handgewehr
weapon_gun9|Heavy Cannon|Raskas kanuuna|Canhão Pesado|Тяжелая пушка|沉重的大炮|ヘビーキャノン|중포|Schwere Kanone
weapon_gun10|Battle Blaster|Taistelu Blaster|Batalhador|Battle Blaster|战斗爆破器|バトルブラスター|Battle Blaster|Kampf Blaster
weapon_gun11|War Cannon|Sotatykki|Canhão de Guerra|War Cannon|战争大炮|ウォーキャノン|War Cannon|Kriegskanone
[weapon_gun_unique]||||||||
weapon_gun_unique0|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910
weapon_gun_unique1|Vampire Hunter|Vampyyrin metsästäjä|Caçador de Vampiros|Охотник на Вампиров|吸血鬼猎人|ヴァンパイア・ハンター|뱀파이어 헌터|Vampirjäger
weapon_gun_unique2|Flamecannon|Liekkikanuuna|Canhão de Chamas|Огнемет|火焰炮|フレームキャノン|불타는 대포|Flammenkanone
weapon_gun_unique3|Warbringer|Sodantuoja|Warbringer|Вестник Войны|战神|ウォーブリンガー|전쟁을 불러오는 자|Kriegsbringer
weapon_gun_unique4|Jack & Fred|Jaakko & Teppo|Jack e Fred|Джек и Фред|杰克&弗雷德|ジャックとフレッド|잭과 프레드|Jack & Fred
weapon_gun_unique5|Steve's Bang|Teemun pyssy|Disparo de Steve|Большой Ба-бах Стива|史蒂夫的枪击|スティーブの爆発|스티브의 뱅|Steves Bang
weapon_gun_unique6|Chills of War|Sodan väreet|Frios da Guerra|Леденящий Ужас Войны|战争寒意|戦慄|전쟁의 오한|Schauer des Krieges
weapon_gun_unique7|St. Brooks Elementium Pistol|Pyhän Brooksin sula pistooli|Pistola Derretida de Santa Brook|Расплавленный Пистолет св. Brook|圣布鲁克斯熔融手枪|聖ブルックスの溶けたピストル|성 브룩스 용암 권총|St. Brooks geschmolzene Pistole
weapon_gun_unique8|Marine's Buddy|Merimiehen kaveri|Camarada da Marinha|Лучший Друг Морпеха|海洋的朋友|マリーンズバディ|마린 버디|Marinekumpel
weapon_gun_unique9|Demon & Angel|Piru ja enkeli|Demônio e Anjo|Демон и Ангел|魔鬼和天使|悪魔と天使|악마와 천사|Dämon und Engel
weapon_gun_unique10|Crystal Infused Pistol|Kristallipistooli|Pistola de Cristal|Кристаллический Пистолет|水晶手枪|クリスタル注入ピストル|수정이 주입 된 권총|Kristallgefüllte Pistole
weapon_gun_unique11|F4-Tactical Rifle|F4-taktinen kivääri|F4 - Espingarda Táctica|F4-Tactical Rifle|F4-战术步枪|F4-タクティカル・ライフル|F4-Tactical Rifle|F4-Taktisches Gewehr
[weapon_chainsaw]||||||||
weapon_chainsaw0|Chainsaw|Moottorisaha|Motosserra|Бензопила|链锯|チェーンソー|전기 톱|Kettensäge
weapon_chainsaw1|Steam Saw|Höyrysaha|Serra a vapor|Steam Saw|蒸汽锯|スチームソー|Steam Saw|Dampfsäge
weapon_chainsaw2|Battle Saw|Taistelusaha|Serra de Batalha|Battle Saw|战锯|バトルソー|Battle Saw|Kampfsäge
weapon_chainsaw3|Woodcutter|Puunkaataja|Cortador de Madeira|Бензопила|伐木工|樵の斧|우드 커터|Holzfäller
weapon_chainsaw4|Forest Slicer|Forest Slicer|Cortador de florestas|Forest Slicer|森林切片机|フォレストスライサー|Forest Slicer|Waldhobel
weapon_chainsaw5|Trunk Cutter|Trunk Cutter|Cortador de tronco|Trunk Cutter|树干切割器|トランクカッター|Trunk Cutter|Rüsselschneider
weapon_chainsaw6|Slicer|Viipaloija|Fatiador|Пила|切片机|スライサー|슬라이서|Schlitzer
weapon_chainsaw7|Chain Slicer|Ketjuleikkuri|Cortador de corrente|Chain Slicer|链条式切片机|チェーンスライサー|Chain Slicer|Kettenschneider
weapon_chainsaw8|Rusted Chainsaw|Ruostunut moottorisaha|Motosserra enferrujada|Rusted Chainsaw|生锈的电锯|錆びたチェーンソー|Rusted Chainsaw|Verrostete Kettensäge
weapon_chainsaw9|Battle Slicer|Taisteluviipaloija|Fatiador de Batalha|Боевая Бензопила|战斗切片机|バトル・スライサー|배틀 슬라이서|Kampfschlitzer
weapon_chainsaw10|Hand Saw|Käsisaha|Serra à mão|Hand Saw|手锯|ハンドソー|Hand Saw|Handsäge
weapon_chainsaw11|Battle Trimmer|Taistelu Trimmer|Aparador de Batalha|Battle Trimmer|战役修剪器|バトルトリマー|Battle Trimmer|Kampf-Trimmer
[weapon_chainsaw_unique]||||||||
weapon_chainsaw_unique0|Sawgun|Sahapyssy|Arma de Serra|Пистолет-Пила|锯枪|ソーガン|소우건|Sägegewehr
weapon_chainsaw_unique1|Doublesaw 4000|Tuplasaha 4000|Serra Dupla 4000|Двойная Пила 4000|双锯 4000|ダブルソー 4000|더블 소우 4000|Doppelsäge 4000
weapon_chainsaw_unique2|Doomsaw|Tuhosaha|Serra Maldita|Пила Погибели|末日锯|ドゥームソー|둠소우|Verdammnissäge
weapon_chainsaw_unique3|Vorpal Sharktooth|Vorpaali Hainhammas|Dente de Tubarão Vorpal|Вострый Акулий Зуб|刺穿锯鲨鱼牙|首切りシャークトゥース|보팔 상어 이빨|Tödlicher Haifischzahn
weapon_chainsaw_unique4|The Annihilator|Tuhoaja|O Aniquilador|Аннигилятор|毁灭者|アナイアレイター|소멸자|Der Vernichter
weapon_chainsaw_unique5|St. Meese's Longsaw|Pyhän Meesen Pitkäsaha|Cortador Longo St. Meese|Пила св. Meese|圣德西斯锯齿|聖ドラキスのロングカッター|성 드렉시스의 롱커터|St. Meese's Langschneider
weapon_chainsaw_unique6|Lumberjack's Chainsaw|Tukkimiehen Moottorisaha|Motosserra do lenhador|Бензопила лесоруба|伐木工人的电锯|木こりのチェーンソー|벌목꾼의 전기 톱|Holzfällers Kettensäge
weapon_chainsaw_unique7|Candy Shredder|Karkkia silppuri|Fragmentadora de doces|Candy Shredder|糖果切碎机|キャンディシュレッダー|Candy Shredder|Bonbon-Schredder
weapon_chainsaw_unique8|Royal Decapitator|Royal Decapitator|Decapitador Real|Royal Decapitator|皇家斩首者|ロイヤルディカピター|Royal Decapitator|Königlicher Enthauptungsapparat
[weapon_flask]||||||||
weapon_flask0|Flask|Pullo|Frasco|Колба|瓶|フラスコ|플라스크|Fläschchen
weapon_flask1|Caustic Vial|Sotapullo|Balão de Guerra|War Flask|战神瓶|ウォーフラスク|War Flask|Kriegskolben
weapon_flask2|Rune Vial|Myrkkypullo|Garrafa Tóxica|Колба с ядом|有毒瓶|有毒な瓶|독약 병|Toxische Flasche
weapon_flask3|Acid Flask|Happopullo|Frasco Ácido|Acid Flask|酸性烧瓶|酸性フラスコ|Acid Flask|Säurekolben
weapon_flask4|Poison Flask|Myrkkyrohto|Ampola de Veneno|Склянка с ядом|毒药小瓶|毒のバイアル|독극물 약병|Giftphiole
weapon_flask5|Chemist's Flask|Myrkyllinen pullo|Frasco Tóxico|Toxic Vial|有毒的小瓶|トキシックバイアル|Toxic Vial|Giftige Phiole
weapon_flask6|Experimenter's Flask|Taistelurohto|Ampola de Batalha|Флакон с ядом|战斗小瓶|バトル・バイアル|전투 약병|Kampfphiole
weapon_flask7|Alchemist's Flask|Sotamyrkky|Veneno de guerra|War Poison|战争毒药|ウォーポイズン|War Poison|Kriegsgift
weapon_flask8|Flask of Sand|Hiekkapullo|Flask of Sand|Flask of Sand|Flask of Sand|Flask of Sand|Flask of Sand|Flask of Sand
weapon_flask9|Wind Potion|Tuulirohto|Wind Potion|Wind Potion|Wind Potion|Wind Potion|Wind Potion|Wind Potion
[weapon_flask_unique]||||||||
weapon_flask_unique0|Cobra Blood Vial|Kobranveripullo|Ampola de Sangue de Cobra|Флакон с ядом кобры|眼镜蛇血瓶|コブラの血のバイアル|코브라의 피 약병|Phiole mit Kobrablut
weapon_flask_unique1|Ancient Mucus|Muinainen Muta|Muco Antigo|Древняя Слизь|古代粘液瓶|古代の粘液|고대 점액|Uralter Schleim
weapon_flask_unique2|Demon Blood Flask|Pirunveripullo|Frasco de Sangue de Demônio|Флакон с кровью демона|恶魔血瓶|デーモンの血のフラスコ|악마 피의 플라스크|Fläschchen mit Dämonenblut
weapon_flask_unique3|Spirit Urn|Sielu-uurna|Urna de Espírito|Флакон Душ|精神乌恩瓶|精霊の骨壷|성령 항아리|Geisturne
weapon_flask_unique4|Doctor's Potion|Tohtorin Rohto|Poção do Médico|Зелье Доктора|医生的药水|ドクターズポーション|의사의 물약|Trank des Doktors
weapon_flask_unique5|Doomweed Vial|Doomweed injektiopullo|Frasco de Doomweed|Doomweed Vial|斗篷草小瓶|ドゥームウィード・バイアル|Doomweed Vial|Doomweed-Fläschchen
[weapon_lance]||||||||
weapon_lance0|Royal Lance|Kuninkaallinen Peitsi|Lança Real|Царское копье|皇家长矛|王家のランス|로열 랜스|Königliche Lanze
weapon_lance1|Knight's Lance|Ritarin keihäs|Lança do Cavaleiro|Knight's Lance|骑士的长矛|Knight's Lance|Knight's Lance|Lanze des Ritters
weapon_lance2|War Spike|Sota piikki|Espigão de guerra|War Spike|战争尖峰|ウォースパイク|War Spike|Kriegsdorn
weapon_lance3|War Gladius|Sotagladius|Gládio de Guerra|Боевой  Гладиус|战争短剑|戦いのグラディウス|전쟁 글라디우스|Kriegsgladius
weapon_lance4|Battle Trident|Taistelu kolmikärki|Tridente de batalha|Battle Trident|战斗三叉戟|バトルトライデント|Battle Trident|Kampf-Dreizack
weapon_lance5|Royal Gladius|Kuninkaallinen Gladius|Gladius Real|Royal Gladius|皇室的格拉迪厄斯|ロイヤルグラディウス|Royal Gladius|Königlicher Gladius
[weapon_lance_unique]||||||||
weapon_lance_unique0|Vanguard's Lance|Kuninkaan Peitsi|Lança do Rei|Королевское Копье|国王的长矛|王のランス|왕의 랜스|Königslanze
weapon_lance_unique1|War God's Lance|Sotajumalan Peitsi|Lança do Deus da Guerra|Копье Бога Войны|战争之王的长矛|戦神のランス|전쟁의 신의 랜스|Lanze des Kriegsgottes
